Registro ANS,Razão Social,Nome Fantasia,CNPJ,Logradouro,Complemento,Bairro,CEP,Município,Estado,Telefone 1
386588,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,UNIMED GV COOP TRABALHO MEDICO LTDA,42.892.281/0001-84,,,,,,,
360449,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,UNIMED GRANDE FLORIANÓPOLIS,77.858.611/0001-08,,,,,,,
322571,UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO,UNIMED GUARAPUAVA,78.044.815/0001-60,,,,,,,
318035,UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO,UNIMED GUAXUPÉ,26.291.484/0001-69,,,,,,,
301124,UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO,UNIMED GURUPI,01.476.619/0001-30,,,,,,,
304395,UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED INCONFIDENTES,22.720.791/0001-67,,,,,,,
320838,UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS,INTRA SUL DE MINAS,01.647.867/0001-04,,,,,,,
335517,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,UNIMED ITABIRA COOPERATIVA DE TRABALHO MEDICO,65.276.354/0001-09,,,,,,,
322831,UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO,UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO,23.802.218/0001-65,,,,,,,
356581,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED ITAÚNA,71.063.853/0001-10,,,,,,,
301060,UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.,UNIMED ITUIUTABA,41.871.989/0001-96,,,,,,,
352314,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED JOÃO MONLEVADE,66.191.263/0001-33,,,,,,,
321044,UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED JOAO PESSOA,08.680.639/0001-77,,,,,,,
306886,UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MEDICO LTDA,17.689.407/0001-70,,,,,,,
303267,UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO,UNIMED JUNDIAÍ,56.727.134/0001-63,,,,,,,
345458,UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,UNIMED LAVRAS,66.477.217/0001-03,,,,,,,
386901,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED LEOPLDINA,42.936.518/0001-81,,,,,,,
358088,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,53.678.264/0001-65,,,,,,,
303356,UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED LITORAL,85.377.174/0001-20,,,,,,,
300136,UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED LITORAL SUL/RS,00.103.956/0001-19,,,,,,,
327689,UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO,UNIMED MACEIÓ COOPERATIVA DE TRABALHO MEDICO,12.442.737/0001-43,,,,,,,
354678,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,UNIMED MACHADO,86.584.901/0001-93,,,,,,,
352543,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,UNIMED IMPERATRIZ,07.057.185/0001-10,,,,,,,
321087,UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED MARQUÊS DE VALENÇA,00.368.318/0001-20,,,,,,,
301744,UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,UNIMED MEIO OESTE - SC,01.356.020/0001-62,,,,,,,
318566,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,UNIMED METROPOLITANA DO AGRESTE,35.642.768/0001-43,,,,,,,
311618,UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED MISSÕES/RS,87.701.249/0001-02,,,,,,,
304051,UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.,UNIMED NORTE DE MINAS,16.921.561/0001-63,,,,,,,
342157,UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,UNIMED MORRINHOS,02.192.677/0001-02,,,,,,,
368148,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,25.971.433/0001-15,,,,,,,
339679,UNIMED NACIONAL - COOPERATIVA CENTRAL,UNIMED NACIONAL,02.812.468/0001-06,,,,,,,
335592,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,08.380.701/0001-05,,,,,,,
328294,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,UNIMED NORDESTE PAULISTA FEDERAÇÃO INTRAFED.COOP.MEDICAS,01.559.455/0001-04,,,,,,,
371629,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,,39.384.664/0001-37,,,,,,,
315494,UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED NOROESTE DE MINAS,41.905.498/0001-19,,,,,,,
365777,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,UNIMED DE UMUARAMA,81.710.865/0001-43,,,,,,,
360414,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED NOROESTE FLUMINENSE,28.974.020/0001-82,,,,,,,
357260,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED NOROESTE/RS,87.647.756/0001-05,,,,,,,
371777,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE CAPIXABA,35.988.963/0001-20,,,,,,,
353663,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE DO MATO GROSSO,73.967.085/0001-55,,,,,,,
358282,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,UNIMED NORTE DO PARANÁ,80.297.161/0001-28,,,,,,,
312592,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,UNIMED NORTE FLUMINENSE,30.417.661/0001-88,,,,,,,
323055,UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE ITUVERAVA,69.087.922/0001-84,,,,,,,
366064,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,78.953.023/0001-08,,,,,,,
324213,UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,UNIMED NORTE/NORDESTE,09.237.009/0001-95,,,,,,,
335479,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,UNIMED SERRANA RJ,29.135.795/0001-27,,,,,,,
344397,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,UNIMED NOVA IGUAÇU,28.714.533/0001-54,,,,,,,
362140,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,UNIMED OESTE DO PARA COOP TRABALHO MEDICO,10.219.897/0001-00,,,,,,,
305227,UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO,,78.420.783/0001-50,,,,,,,
415014,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,UNIMED OS BANDEIRANTES,06.091.170/0001-05,,,,,,,
309907,UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO,UNIMED PALMAS,37.313.475/0001-48,,,,,,,
304344,UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED CENTRO-OESTE,42.940.528/0001-90,,,,,,,
324523,UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,UNIMED PARAIBA,40.960.189/0001-89,,,,,,,
370681,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,UNIMED PATO BRANCO,80.871.551/0001-60,,,,,,,
336467,UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED PATOS,08.315.806/0001-80,,,,,,,
353060,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO,38.499.547/0001-56,,,,,,,
355593,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED PATROCÍNIO,41.687.179/0001-84,,,,,,,
311375,UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED PELOTAS/RS,89.870.547/0001-51,,,,,,,
323993,UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO,UNIMED PETROPOLIS,28.806.545/0001-09,,,,,,,
362832,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,UNIMED PLANALTO CENTRAL RS,89.100.135/0001-32,,,,,,,
319384,UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED PLANALTO MÉDIO,87.607.149/0001-11,,,,,,,
316148,UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS,UNIMED POCOS DE CALDAS,41.781.949/0001-53,,,,,,,
349712,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,UNIMED PONTA GROSSA,77.781.706/0001-62,,,,,,,
353876,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,UNIMED PONTAL DO TRIÂNGULO,00.730.439/0001-70,,,,,,,
343722,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED PONTE NOVA E REGIÃO,01.012.474/0001-16,,,,,,,
352501,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,UNIMED PORTO ALEGRE,87.096.616/0001-96,,,,,,,
337374,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,UNIMED PORTO VELHO,05.657.234/0001-20,,,,,,,
344885,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,11.214.624/0001-28,,,,,,,
350648,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED REGIÃO DA CAMPANHA/RS,89.640.452/0001-41,,,,,,,
328375,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED REGIÃO DA FRONTEIRA - RS,92.316.124/0001-07,,,,,,,
353698,UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,UNIMED REGIÃO DA PRODUÇÃO/RS,00.532.888/0001-03,,,,,,,
311847,UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED BAIXA MOGIANA,49.210.966/0001-42,,,,,,,
306100,UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO,UNIMED REGIONAL DE CAMPO MOURÂO,81.715.716/0001-77,,,,,,,
316458,UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO,UNIMED  FLORIANO,41.511.429/0001-20,,,,,,,
313475,UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED REGIONAL DE PICOS,69.612.158/0001-19,,,,,,,
342386,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE TRÊS LAGOAS,03.980.208/0001-02,,,,,,,
306762,UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO,UNIMED REGIONAL JAÚ,02.322.043/0001-19,,,,,,,
371254,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,76.767.219/0001-82,,,,,,,
305472,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA,UNIMED REGIONAL SUL/GO,33.546.979/0001-57,,,,,,,
330566,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,UNIMED RESENDE,68.709.211/0001-31,,,,,,,
337871,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,84.313.741/0001-12,,,,,,,
320251,UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO,UNIMED RIO VERDE,37.275.625/0001-76,,,,,,,
359777,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED RONDONÓPOLIS,24.676.884/0001-67,,,,,,,
346276,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,58.837.188/0001-07,,,,,,,
319708,UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,,87.497.368/0001-95,,,,,,,
354031,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SAO CARLOS,45.359.213/0001-42,,,,,,,
323926,UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SÃO JOÃO DEL REI COOPERATIVA DE TRABALHO MEDICO,25.329.079/0001-20,,,,,,,
327638,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED SÃO JOÃO NEPOMUCENO,71.186.886/0001-58,,,,,,,
335100,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,UNIMED SAO JOSÉ DO RIO PRETO,45.100.138/0001-09,,,,,,,
331872,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,UNIMED SJC,60.214.517/0001-05,,,,,,,
370088,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,UNIMED CIRCUITO DAS AGUAS,25.471.574/0001-79,,,,,,,
327352,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,UNIMED SÃO SEBASTIÃO DO PARAÍSO,66.453.168/0001-60,,,,,,,
416801,UNIMED SAÚDE E ODONTO S.A,,10.414.182/0001-09,,,,,,,
701,UNIMED SEGUROS SAÚDE S/A,SEGUROS UNIMED,,,,,,,,
337668,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,UNMED SERGIPE - COOPERATIVA DE TRABALHO MEDICO,13.360.276/0001-22,,,,,,,
325571,UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,UNIMED SERRA GAUCHA,87.827.689/0001-00,,,,,,,
349534,UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO,UNIMED SETE LAGOAS COOPERATIVA TRABALHO MEDICO,24.014.235/0001-09,,,,,,,
348295,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,UNIMED SOROCABA,45.399.961/0001-59,,,,,,,
343153,UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SOUSA,24.294.787/0001-00,,,,,,,
324175,UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO,UNIMED SUDOESTE DE MINAS,71.064.539/0001-52,,,,,,,
327468,UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,UNIMED SUDOESTE PAULISTA,66.916.305/0001-56,,,,,,,
320706,UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO,UNIMED SUL CAPIXABA,32.440.968/0001-25,,,,,,,
353027,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SUL PAULISTA,57.149.775/0001-40,,,,,,,
316881,UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO,UNIMED TRES VALES,66.343.559/0001-22,,,,,,,
353353,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED TERESINA,07.241.136/0001-32,,,,,,,
359033,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,42.855.999/0001-09,,,,,,,
364070,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,64.388.812/0001-39,,,,,,,
337498,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,UNIMED TRÊS RIOS,00.946.953/0001-47,,,,,,,
354066,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,UNIMED UBERABA LTDA.,17.774.738/0001-09,,,,,,,
384577,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,UNIMED UBERLÂNDIA,17.790.718/0001-21,,,,,,,
335541,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.","UNIMED VALE DAS ANTAS, RS - SOC COOP DE SERVIÇOS MÉDICOS LTD",92.128.610/0001-93,,,,,,,
359289,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,16.991.945/0001-52,,,,,,,
313211,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED VALE DO CAÍ,87.306.361/0001-49,,,,,,,
337561,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED VALE DO CARANGOLA,86.483.542/0001-88,,,,,,,
302228,UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO,UNIMED VALE DO CORUMBA COOPERATIVA DE TRABALHO MEDICO,00.747.041/0001-46,,,,,,,
370975,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,UNIMED,70.523.899/0001-02,,,,,,,
334511,UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,UNIMED - INTRAFEDERATIVA DO VALE DO PARAÍBA,01.773.319/0001-12,,,,,,,
308811,UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI,UNIMED VALE DO PIQUIRI,80.525.652/0001-89,,,,,,,
323268,UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,UNIMED VALE DO SÃO FRANCISCO,40.853.020/0001-20,,,,,,,
314099,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,,02.597.394/0001-32,,,,,,,
356417,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,UNIMED (RS) VALE DO SINOS,88.258.884/0001-20,,,,,,,
311057,UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED VALE DO URUCUIA,01.371.135/0001-26,,,,,,,
344729,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,17.845.504/0001-05,,,,,,,
317896,UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED VERTENTE DO CAPARAÓ,71.499.792/0001-39,,,,,,,
314587,UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SERRAS DE MINAS,66.343.534/0001-29,,,,,,,
342131,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED VILHENA,01.659.087/0001-76,,,,,,,
357391,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,UNIMED VITORIA,27.578.434/0001-20,,,,,,,
393321,UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO,UNIMED RIO COOPERATIVA DE TRABALHO MEDICO DO RJ LTDA,42.163.881/0001-01,,,,,,,
343731,UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA,UNIMED LESTE FLUMINENSE,28.630.531/0001-87,,,,,,,
414891,UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO,UNIODONTO CARUARU,01.141.489/0001-84,,,,,,,
403512,UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA,UNIODONTO ARAPIRACA,02.988.689/0001-30,,,,,,,
340120,UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA,UNIODONTO DE JABOTICABAL,00.390.564/0001-88,,,,,,,
383929,UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA,UNIODONTO BAHIA SUL,00.629.608/0001-80,,,,,,,
327093,UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA,UNIODONTO,66.095.423/0001-40,,,,,,,
368555,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,UNIODONTO,15.308.521/0001-88,,,,,,,
353752,UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA,UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA,87.303.772/0001-80,,,,,,,
343919,UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA,UNIODONTO DO SERIDÓ,01.751.280/0001-32,,,,,,,
347604,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,69.015.113/0001-67,,,,,,,
349283,UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO,UNIODONTO DE ARACAJU COOPERATIVA DE TRABALHO ODONTOLOGICO,32.844.169/0001-14,,,,,,,
362824,UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA,UNIODONTO ARACATUBA,01.856.688/0001-79,,,,,,,
316997,UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE ARARAQUARA,65.442.162/0001-25,,,,,,,
311669,UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA,UNIODONTO DE AVARE,00.014.922/0001-58,,,,,,,
347477,UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA,UNIODONTO BOTUCATU,01.946.395/0001-82,,,,,,,
347302,UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA,UNIODONTO,00.022.130/0001-25,,,,,,,
350494,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,UNIODONTO DE CAMPINAS,51.304.798/0001-04,,,,,,,
347183,UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT.,UNIODONTO MATO GROSSO DO SUL,03.511.888/0001-15,,,,,,,
402516,UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA,UNIODONTO DE CAMPOS COOPERATIVA ODONTOLOGICA,03.005.846/0001-02,,,,,,,
354686,UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE CATANDUVA,00.855.599/0001-45,,,,,,,
400556,UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA,UNIODONTO FEIRA DE SANTANA,16.325.896/0001-19,,,,,,,
301647,UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA,,02.015.569/0001-56,,,,,,,
335258,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,UNIODONTO DE FORTALEZA,23.725.062/0001-66,,,,,,,
309257,UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA,,02.085.247/0001-83,,,,,,,
361569,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,UNIODONTO JOAO PESSOA,12.923.462/0001-60,,,,,,,
347795,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,UNIODONTO DE JUNDIAÍ,59.527.440/0001-44,,,,,,,
369462,UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE LIMEIRA,63.062.350/0001-00,,,,,,,
344681,UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA,UNIODONTO DE LINS COOPERATIVA ODONTOLÓGICA,00.847.821/0001-68,,,,,,,
350770,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,82.239.476/0001-44,,,,,,,
311391,UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.,UNIODONTO MANAUS,23.031.479/0001-29,,,,,,,
343404,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,UNIODONTO MATO GROSSO,37.496.767/0001-63,,,,,,,
336238,UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA,UNIODONTO DE MONTE ALTO,01.592.738/0001-58,,,,,,,
331104,UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,UNIODONTO PINDAMONHANGABA,02.064.028/0001-18,,,,,,,
336017,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLÓGICA,00.172.586/0001-71,,,,,,,
305740,UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA,UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA,24.125.122/0001-72,,,,,,,
403997,UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA.,UNIODONTO - AC,02.948.490/0001-88,,,,,,,
349011,UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA,UNIODONTO DE RIO CLARO,96.609.292/0001-33,,,,,,,
336025,UNIODONTO DE RONDONIA COOPERATIVA LTDA.,UNIODONTO DE RONDÔNIA,02.742.094/0001-08,,,,,,,
310107,UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.,UNIODONTO SALVADOR,13.416.391/0001-71,,,,,,,
378682,UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA,UNIODONTO SÃO JOSÉ DO RIO PARDO,01.221.295/0001-99,,,,,,,
313751,UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO,UNIODONTO SÃO JOSÉ DOS CAMPOS,73.162.760/0001-79,,,,,,,
